order,expected_use_time
353,314.89218
354,107.50813
355,528.89746
356,1199.4966
357,12.052351
358,656.3387
359,635.1608
360,973.65295
361,8.334922
362,571.8399
363,507.28363
364,738.3211
365,328.93015
366,262.71524
367,578.5875
368,1625.8008
369,2.0017111
370,71.44294
371,501.15872
372,635.60474
373,747.3652
374,752.8423
375,5.083964
376,84.51072
377,17.197598
378,357.00992
379,320.96896
380,305.39752
381,316.43158
382,421.96454
383,534.9329
384,505.81226
385,361.19864
386,91.07121
387,338.60446
388,410.928
389,117.10171
390,771.5221
391,300.70972
392,387.37308
393,534.73035
394,806.6288
395,44.733795
396,350.26157
397,321.17657
398,441.5568
399,365.36282
400,419.51736
401,285.65564
402,312.16895
403,171.07281
404,60.59725
405,94.20238
406,361.02213
407,424.28864
408,354.36392
409,381.6881
410,752.8628
411,357.68002
412,423.90674
413,584.8107
414,638.2145
415,355.73364
416,512.28516
417,205.09128
418,537.40875
419,296.65988
420,801.99
421,247.83058
422,413.07327
423,391.5554
424,202.23598
425,35.714657
426,397.74548
427,26.740314
428,509.1341
429,289.8349
430,718.81165
431,339.90762
432,333.62073
433,492.66425
434,568.4497
435,225.76974
436,464.40973
437,304.48727
438,209.12737
439,345.77408
440,909.083
441,60.05635
442,39.800846
443,574.6103
444,278.6185
445,324.5866
446,708.78046
447,450.73392
448,398.3181
449,24.980711
450,319.39136
451,260.3365
452,370.0074
453,384.98343
454,349.76678
455,415.89417
456,516.0631
457,595.17426
458,760.8729
459,68.35547
460,259.51846
461,292.61288
462,426.64124
463,460.6572
464,1802.7109
465,131.89745
466,230.41727
467,41.100777
468,58.917294
469,90.80544
470,252.02255
471,328.33795
472,335.44455
473,518.29517
474,187.74292
475,259.341
476,367.9956
477,191.69128
478,646.8234
479,135.3076
480,79.390854
481,554.83685
482,495.02063
483,368.3584
484,899.45935
485,32.393112
486,29.25353
487,460.8422
488,486.90048
489,316.179
490,136.2499
491,144.95247
492,146.0804
493,505.25485
494,356.0063
495,390.44626
496,930.96594
497,208.87877
498,106.853004
499,496.476
500,478.7627
501,371.32147
502,857.3867
503,392.23895
504,261.2513
505,683.4476
506,221.8697
507,311.49442
508,960.1315
509,239.85924
510,428.978
511,176.6874
512,616.2561
513,256.00418
514,851.78815
515,17.230394
516,78.00916
517,569.791
518,196.98671
519,114.62942
520,878.49713
521,58.169556
522,105.352234
523,552.139
524,265.21243
525,314.5885
526,802.7689
527,512.9426
528,456.9291
529,83.31176
530,402.07797
531,234.69809
532,764.67865
533,559.3827
534,620.0096
535,398.0239
536,380.58997
537,29.094366
538,62.497623
539,53.16823
540,588.8435
541,19.802097
542,255.67496
543,317.395
544,797.6498
545,376.62555
546,778.9753
547,37.59755
548,653.295
549,336.20117
550,258.05457
551,310.65695
552,595.5448
553,262.579
554,631.75793
555,387.7737
556,513.301
557,487.22485
558,320.00616
559,118.82541
560,663.7271
561,37.341156
562,6.89119
563,154.9285
564,358.47638
565,459.51834
566,321.2656
567,324.68085
568,842.3209
569,-1.972047
570,38.069042
571,356.05078
572,365.68652
573,508.73932
574,945.89233
575,-5.6569033
576,-2.443794
577,537.73895
578,204.57106
579,618.42316
580,877.06635
581,376.00244
582,558.3875
583,258.58405
584,462.7566
585,140.06032
586,504.96655
587,34.57165
588,612.6863
589,426.36755
590,216.41269
591,350.68967
592,279.11508
593,596.0435
594,231.56921
595,262.78436
596,426.5527
597,362.8365
598,366.76828
599,205.37408
600,352.0191
601,297.82205
602,416.6041
603,445.45566
604,489.43237
605,127.43194
606,82.19806
607,289.6184
608,589.69116
609,375.5837
610,623.41614
611,0.06558747
612,575.0709
613,459.9844
614,382.91714
615,150.8623
616,694.77655
617,441.23163
618,494.45425
619,281.54327
620,426.63123
621,276.10147
622,552.41064
623,327.10416
624,386.14166
625,463.5842
626,662.77655
627,341.80066
628,657.4958
629,362.21704
630,783.7286
631,352.44974
632,360.40833
633,354.87424
634,742.2337
635,26.669125
636,546.5029
637,286.09598
638,808.0091
639,30.243809
640,578.30084
641,223.21649
642,945.7507
643,127.87511
644,4.6197386
645,794.3809
646,555.69214
647,520.7911
648,789.5653
649,339.33398
650,550.057
651,420.14844
652,704.87384
653,19.335583
654,468.58282
655,-6.5811243
656,765.1229
657,31.493298
658,298.53986
659,469.395
660,1808.896
661,172.58788
662,169.89995
663,295.32745
664,566.8666
665,238.2542
666,268.69427
667,264.34808
668,1685.2356
669,183.85951
670,274.69714
671,386.54456
672,419.49207
673,397.81955
674,640.52203
675,281.0609
676,438.45642
677,256.66327
678,2564.2878
679,592.9496
680,455.76614
681,611.7589
682,1973.3972
683,149.78094
684,123.92256
685,156.69357
686,571.5346
687,297.914
688,341.00958
689,372.30685
690,1301.4359
691,376.40186
692,84.286804
693,692.0002
694,43.982037
695,306.8815
696,718.7458
697,63.230824
698,508.8713
699,277.21103
700,974.30396
701,290.8229
702,627.83813
703,289.2303
704,947.09766
705,68.50969
706,28.155226
707,475.39786
708,403.93796
709,460.17233
710,845.8291
711,208.15094
712,639.7835
713,314.0648
714,659.29724
715,14.7359915
716,9.808413
717,226.08966
718,109.02941
719,532.89496
720,543.12213
721,-0.4618948
722,225.40944
723,586.9035
724,953.61163
725,164.39366
726,114.47731
727,307.4464
728,641.91296
729,479.7378
730,603.0947
731,104.97033
732,450.81537
733,474.91977
734,519.6239
735,70.76594
736,500.84296
737,377.26804
738,429.00705
739,731.23236
740,795.19385
741,143.07857
742,408.25174
743,307.86243
744,492.9352
745,643.694
746,862.4823
747,31.212835
748,336.06897
749,9.682089
750,349.10904
751,330.38104
752,336.31375
753,357.4343
754,386.17545
755,51.35763
756,986.39
757,714.6562
758,692.10693
759,799.13965
760,1159.6937
761,36.34899
762,47.611298
763,386.1955
764,193.05026
765,506.6111
766,268.5526
767,385.92706
768,834.00934
769,388.79358
770,348.0033
771,271.9914
772,419.35574
773,317.41492
774,732.1129
775,378.9845
776,443.95752
777,214.14348
778,453.26544
779,735.84467
780,416.15717
781,614.995
782,76.933586
783,385.38303
784,23.30746
785,467.0958
786,394.5826
787,348.5565
788,733.9877
789,299.79297
790,751.2193
791,288.36545
792,1718.52
793,431.71356
794,180.19456
795,948.34924
796,388.11905
797,310.85165
798,3142.9534
799,51.212864
800,504.53384
801,223.27612
802,1538.4463
803,71.80883
804,504.2849
805,573.06055
806,607.1911
807,235.56993
808,1368.9373
809,427.74426
810,341.82217
811,220.7259
812,800.8074
813,207.43333
814,412.2205
815,778.18524
816,820.1827
817,186.84975
818,156.73155
819,580.64374
820,237.53926
821,533.7797
822,1173.09
823,361.08975
824,111.6811
825,637.86505
826,312.40268
827,572.20825
828,157.20456
829,261.72943
830,356.10806
831,107.27363
832,167.64995
833,382.61142
834,285.89023
835,476.68753
836,385.76343
837,663.7198
838,334.34286
839,161.80843
840,346.63776
841,360.97113
842,238.32669
843,639.1289
844,909.30493
845,410.0573
846,657.5039
847,299.90726
848,644.0749
849,276.78528
850,110.17854
851,225.81128
852,397.6529
853,393.64777
854,755.6385
855,311.2259
856,686.808
857,46.16285
858,309.9011
859,286.1886
860,201.06422
861,372.6716
862,6.384525
863,368.268
864,675.7097
865,396.82693
866,591.44604
867,126.38773
868,401.41107
869,363.65607
870,376.03323
871,358.02698
872,623.5929
873,313.7888
874,512.2471
875,43.712032
876,241.06958
877,469.9793
878,618.06024
879,270.1295
880,419.841
881,553.234
882,662.0543
883,366.52298
884,647.60645
885,275.95825
886,346.46887
887,393.08942
888,839.723
889,32.605923
890,461.43085
891,175.00801
892,729.6441
893,71.001
894,619.7042
895,426.935
896,954.22156
897,501.5203
898,245.501
899,805.914
900,855.99207
901,42.883762
902,350.90076
903,343.9822
904,914.2733
905,266.5001
906,491.67136
907,291.93283
908,798.81696
909,413.04865
910,349.61935
911,717.4331
912,333.31485
913,274.0571
914,966.1168
915,513.7158
916,364.5312
917,209.144
918,416.38397
919,307.1159
920,320.16135
921,31.234377
922,315.10788
923,398.7396
924,91.27715
925,46.696537
926,145.46532
927,349.876
928,486.34354
929,328.7394
930,597.60254
931,731.7833
932,285.96188
933,421.09885
934,875.55994
935,1121.673
936,607.3407
937,536.4323
938,581.10156
939,537.914
940,461.81354
941,603.52313
942,803.7706
943,674.919
944,476.8881
945,41.74949
946,381.93826
947,495.22775
948,338.888
949,29.541496
950,475.98282
951,717.2178
952,379.50162
953,370.45712
954,580.2092
955,410.80142
956,395.89246
957,390.06403
958,472.2616
959,426.3479
960,552.3007
961,27.646185
962,137.1961
963,298.37506
964,461.19684
965,343.9949
966,1074.8475
967,300.6014
968,566.1726
969,159.1443
970,468.10443
971,666.2598
972,858.34094
973,167.9517
974,377.04944
975,456.30057
976,558.1067
977,491.17523
978,307.3069
979,520.16626
980,772.3996
981,120.49611
982,519.5891
983,224.9085
984,813.1045
985,44.298195
986,326.20474
987,375.13187
988,1051.0427
989,248.67624
990,769.73047
991,88.736084
992,180.51208
993,281.04047
994,280.30634
995,428.6481
996,285.27686
997,517.5703
998,483.3037
999,264.6176
1000,771.9527
1001,456.8022
1002,670.3341
1003,258.44855
1004,263.2363
1005,448.10657
1006,548.2319
1007,258.05457
1008,563.60156
1009,548.6972
1010,769.0228
1011,307.4458
1012,345.02234
1013,69.573166
1014,97.92762
1015,506.1595
1016,237.29059
1017,349.557
1018,306.1179
1019,78.42203
1020,347.81058
1021,332.80365
1022,576.25024
1023,380.13467
1024,603.006
1025,324.36356
1026,555.6302
1027,377.32996
1028,480.7585
1029,453.8436
1030,416.40152
1031,574.76404
1032,427.453
1033,280.8551
1034,948.61176
1035,260.41278
1036,309.69727
1037,416.01367
1038,478.4527
1039,93.90735
1040,14.966764
1041,302.4994
1042,183.38628
1043,58.431664
1044,415.96494
1045,27.223228
1046,345.39862
1047,401.95627
1048,511.11
1049,536.0473
1050,253.21619
1051,395.12424
1052,220.39017
1053,319.56805
1054,482.6179
1055,244.31471
1056,289.2655
1057,495.60156
1058,499.27557
1059,381.3113
1060,657.86414
1061,416.1617
1062,217.484
1063,355.61035
1064,756.77203
1065,412.61856
1066,915.5463
1067,788.9522
1068,563.2246
1069,292.86435
1070,302.65762
1071,66.537094
1072,282.998
1073,206.85846
1074,141.19463
1075,337.88547
1076,268.70877
1077,332.00626
1078,663.5842
1079,481.72943
1080,420.38095
1081,842.50525
1082,1170.2812
1083,30.773878
1084,334.92337
1085,544.7596
1086,710.5616
1087,277.03943
1088,425.14322
1089,262.3131
1090,337.10147
1091,425.6464
1092,361.6792
1093,464.6054
1094,732.96246
1095,343.48703
1096,298.0073
1097,553.28687
1098,17.555538
1099,399.97937
1100,631.9095
1101,666.90344
1102,1134.3859
1103,360.0915
1104,606.19183
1105,302.2479
1106,1368.6891
1107,65.67904
1108,73.04182
1109,450.06638
1110,628.756
1111,501.0376
1112,1432.857
1113,27.92062
1114,4.910166
1115,9.30605
1116,363.49454
1117,306.46484
1118,134.86653
1119,222.03705
1120,716.2988
1121,304.43774
1122,250.52837
1123,293.55887
1124,541.8389
1125,408.0064
1126,891.8165
1127,248.01358
1128,284.30453
1129,374.39398
1130,1272.4862
1131,438.3453
1132,627.6613
1133,100.880806
1134,467.1113
1135,111.55987
1136,41.56065
1137,477.7888
1138,536.03986
1139,242.44675
1140,563.11914
1141,256.88693
1142,484.92578
1143,129.45224
1144,391.5526
1145,439.49377
1146,1418.4495
1147,604.2276
1148,912.0846
1149,-8.611166
1150,13.566692
1151,15.243082
1152,331.13818
1153,44.337395
1154,55.860687
1155,39.269363
1156,1027.1533
1157,19.02274
1158,443.455
1159,416.6478
1160,753.9108
1161,100.30118
1162,455.55737
1163,393.74466
1164,1005.55536
1165,38.760227
1166,709.10767
1167,332.8659
1168,1278.3507
1169,28.030529
1170,192.55438
1171,506.95596
1172,661.2467
1173,471.36334
1174,554.34644
1175,344.40207
1176,751.7737
1177,443.58194
1178,367.81857
1179,296.18658
1180,620.60657
1181,613.5619
1182,560.2258
1183,205.2201
1184,393.97723
1185,293.83194
1186,586.6547
1187,192.28772
1188,483.92624
1189,399.3724
1190,711.7759
1191,211.92708
1192,389.25333
1193,277.58444
1194,410.8735
1195,169.05118
1196,313.88248
1197,285.97467
1198,183.01283
1199,275.4421
1200,230.69931
1201,529.8183
1202,487.1697
1203,221.13474
1204,291.14948
1205,559.7342
1206,807.2481
1207,165.81294
1208,330.78912
1209,339.5006
1210,570.98
1211,296.8792
1212,361.53687
1213,315.5457
1214,644.58856
1215,314.9719
1216,668.895
1217,387.46436
1218,473.81497
1219,356.55585
1220,1057.5038
1221,138.62602
1222,18.558298
1223,156.16544
1224,4.7385054
1225,444.12622
1226,67.899796
1227,228.70903
1228,213.12027
1229,340.2745
1230,1195.1749
1231,42.51733
1232,145.08345
1233,123.8124
1234,22.495752
1235,20.41981
1236,395.38455
1237,218.90807
1238,270.23395
1239,279.40033
1240,88.91159
1241,339.94885
1242,975.75165
1243,64.25061
1244,512.3354
1245,312.12772
1246,949.97424
1247,457.06857
1248,391.57965
1249,300.10367
1250,530.682
1251,369.9601
1252,746.93994
1253,329.2546
1254,1399.7268
1255,379.9984
1256,117.65398
1257,402.8771
1258,397.80783
1259,337.59885
1260,601.5654
1261,81.17276
1262,156.20628
1263,446.54468
1264,563.9022
1265,119.82847
1266,301.56662
1267,485.28458
1268,930.1292
1269,13.625442
1270,95.827896
1271,229.36534
1272,509.79935
1273,387.63327
1274,424.88507
1275,422.62833
1276,685.7927
1277,44.42645
1278,298.1487
1279,96.55168
1280,1007.21515
1281,302.9979
1282,166.70712
1283,475.09152
1284,551.23425
1285,206.39107
1286,711.22015
1287,236.00406
1288,370.52072
1289,147.9824
1290,129.96207
1291,647.4326
1292,591.4645
1293,421.16913
1294,2232.372
1295,23.838797
1296,50.7193
1297,621.961
1298,218.09018
1299,291.267
1300,1002.52606
1301,58.85867
1302,630.2371
1303,275.78265
1304,632.9459
1305,120.31972
1306,221.19997
1307,314.49155
1308,871.8645
1309,408.1027
1310,803.1787
1311,307.5589
1312,644.5955
1313,209.34251
1314,507.68103
1315,283.02164
1316,1082.1858
1317,188.48216
1318,423.18695
1319,437.27527
1320,1001.81244
1321,132.74597
1322,81.32548
1323,342.25552
1324,786.8152
1325,465.10883
1326,699.8891
1327,412.67358
1328,642.26794
1329,858.5914
1330,1040.9989
1331,83.14113
1332,611.76917
1333,524.8
1334,1094.0848
1335,492.28918
1336,-9.386912
1337,-12.149247
1338,194.00826
1339,223.6851
1340,196.82173
1341,318.13785
1342,313.735
1343,377.61865
1344,651.4653
1345,52.11474
1346,20.41366
1347,69.095894
1348,415.12534
1349,454.263
1350,415.65442
1351,156.7851
1352,769.6128
1353,134.94116
1354,-2.0569417
1355,428.1553
1356,575.46
1357,537.8357
1358,939.702
1359,54.53112
1360,489.71872
1361,634.3894
1362,1278.1919
1363,18.451626
1364,350.00128
1365,540.06067
1366,485.31717
1367,329.75955
1368,299.34116
1369,166.15764
1370,289.36783
1371,220.11592
1372,788.5817
1373,431.10724
1374,542.7582
1375,4.21125
1376,372.943
1377,655.5342
1378,361.3824
1379,466.84357
1380,582.06866
1381,306.0971
1382,160.24556
1383,444.9437
1384,185.69362
1385,511.53433
1386,977.3227
1387,132.15834
1388,420.47012
1389,396.42596
1390,462.11298
1391,749.8202
1392,893.9601
1393,271.4632
1394,451.25766
1395,173.19232
1396,389.29865
1397,353.00027
1398,376.4968
1399,331.40027
1400,1261.5826
1401,430.42862
1402,256.04916
1403,533.6574
1404,438.27322
1405,433.83987
1406,462.38168
1407,357.67648
1408,77.29566
1409,460.81058
1410,403.1504
1411,456.8196
1412,860.67053
1413,465.83572
1414,701.2843
1415,283.9463
1416,915.05884
1417,512.19244
1418,1618.7083
1419,104.52997
1420,138.0032
1421,76.03996
1422,60.401657
1423,58.92813
1424,568.95013
1425,217.25456
1426,222.58841
1427,224.61197
1428,244.75616
1429,271.45044
1430,849.1079
1431,86.31977
1432,74.82629
1433,429.24902
1434,374.4871
1435,399.67365
1436,1985.2638
1437,243.85252
1438,1577.5626
1439,446.36688
1440,160.70804
1441,40.557575
1442,28.388176
1443,169.23257
1444,268.50665
1445,18.071133
1446,264.15686
1447,489.42072
1448,202.1965
1449,240.15831
1450,204.6396
1451,271.23468
1452,235.5406
1453,11.129725
1454,179.60887
1455,201.78658
1456,2560.1672
1457,67.140785
1458,67.140785
1459,387.48972
1460,200.92375
1461,135.05746
1462,1459.1635
1463,415.18176
1464,545.9767
1465,227.2292
1466,1118.6334
1467,360.2909
1468,531.4267
1469,456.1913
1470,1038.2308
1471,715.92053
1472,699.9821
1473,199.5762
1474,349.4543
1475,56.16292
1476,218.52304
1477,970.8771
1478,525.8556
1479,345.81042
1480,230.14096
1481,334.5009
1482,1389.2798
1483,442.068
1484,74.31334
1485,84.33085
1486,504.31207
1487,321.26602
1488,412.03656
1489,892.3581
1490,770.8773
1491,71.1099
1492,381.79922
1493,39.059116
1494,694.6585
1495,616.62146
1496,616.86304
1497,16.695454
1498,367.43463
1499,380.52908
1500,397.94305
1501,835.60406
1502,617.66656
1503,613.0089
1504,778.38214
1505,1254.6149
1506,715.0985
1507,179.68791
1508,330.35175
1509,539.3094
1510,751.7595
1511,383.24136
1512,487.3183
1513,377.1508
1514,532.1275
1515,236.47316
1516,16.59549
1517,45.35011
1518,449.2299
1519,199.23073
1520,31.435808
1521,398.81937
1522,470.10846
1523,389.44196
1524,385.53528
1525,707.0409
1526,805.68445
1527,36.869972
1528,374.68558
1529,463.8825
1530,317.94754
1531,243.45564
1532,628.53656
1533,485.07047
1534,564.75134
1535,511.81613
1536,344.01813
1537,603.6657
1538,179.72572
1539,325.36884
1540,1107.4487
1541,308.5671
1542,448.7703
1543,386.56888
1544,690.86096
1545,418.00586
1546,645.7744
1547,443.54965
1548,466.7842
1549,462.20633
1550,500.3976
1551,1072.467
1552,560.3987
1553,544.0849
1554,532.96906
1555,612.1243
1556,880.479
1557,47.341625
1558,210.60052
1559,30.10035
1560,680.65735
1561,283.28665
1562,454.1362
1563,562.6908
1564,939.35565
1565,503.51974
1566,465.88974
1567,335.9712
1568,584.65686
1569,362.1902
1570,536.6489
1571,99.854004
1572,102.83773
1573,20.80868
1574,342.4233
1575,387.57922
1576,279.0706
1577,313.2799
1578,408.17014
1579,217.53703
1580,322.82452
1581,406.2709
1582,615.80695
1583,36.556442
1584,451.82132
1585,299.90356
1586,495.59308
1587,107.11602
1588,361.86084
1589,377.8286
1590,683.42334
1591,283.24973
1592,173.06418
1593,436.74564
1594,372.32678
1595,402.33197
1596,712.28107
1597,462.64185
1598,339.6929
1599,350.3737
1600,701.1065
1601,396.76315
1602,517.35394
1603,86.85317
1604,375.1837
1605,393.95676
1606,691.8866
1607,189.65398
1608,312.6563
1609,205.97983
1610,362.97757
1611,378.5169
1612,552.98035
1613,389.072
1614,367.62387
1615,325.3711
1616,82.09457
1617,370.5392
1618,372.37363
1619,541.24164
1620,280.74423
1621,328.24435
1622,458.22614
1623,186.84967
1624,356.98557
1625,372.69852
1626,340.74017
1627,389.9957
1628,604.2324
1629,57.120293
1630,764.4598
1631,384.64044
1632,769.90607
1633,444.18152
1634,335.9068
1635,427.7706
1636,529.5898
1637,735.3464
1638,367.88995
1639,405.31613
1640,515.94696
1641,84.4497
1642,576.9954
1643,565.1997
1644,699.5503
1645,474.277
1646,462.60825
1647,144.27776
1648,653.7488
1649,24.705917
1650,480.9586
1651,427.10397
1652,224.57973
1653,383.67795
1654,703.338
1655,484.32904
1656,653.39984
1657,531.64166
1658,793.36505
1659,219.61926
1660,693.511
1661,57.48371
1662,104.97325
1663,373.78146
1664,623.8938
1665,575.9412
1666,759.0122
1667,82.189354
1668,615.01263
1669,597.9255
1670,1270.7777
1671,7.0453916
1672,19.805645
1673,189.29065
1674,474.29758
1675,503.7651
1676,534.3633
1677,504.0053
1678,352.1356
1679,405.40796
1680,681.75757
1681,449.05792
1682,354.27594
1683,498.30728
1684,529.91
1685,515.5018
1686,400.47836
1687,492.88568
1688,674.01215
1689,384.34436
1690,816.91345
1691,580.31635
1692,519.2776
1693,494.72607
1694,350.65314
1695,699.44183
1696,445.67392
1697,300.3449
1698,347.3207
1699,510.73782
1700,939.0585
1701,892.6122
1702,794.09894
1703,642.33704
1704,742.9929
1705,388.72037
1706,571.6372
1707,23.588968
1708,275.79434
1709,1085.7177
1710,514.59375
1711,486.21085
1712,377.21527
1713,253.18217
1714,347.5259
1715,379.98956
1716,655.49023
1717,264.72665
1718,293.51706
1719,198.38925
1720,1065.2094
1721,76.20541
1722,471.85895
1723,390.09314
1724,639.87976
1725,36.811672
1726,292.24954
1727,73.26371
1728,655.0545
1729,356.26892
1730,443.66043
1731,223.88547
1732,162.50455
1733,592.23254
1734,676.64984
1735,336.74844
1736,420.31665
1737,399.91852
1738,395.7714
1739,367.77512
1740,630.0642
1741,440.49988
1742,207.38164
1743,743.5522
1744,423.2792
1745,460.58557
1746,427.68137
1747,347.23987
1748,320.726
1749,168.2062
1750,513.72784
1751,71.15292
1752,747.117
1753,365.2633
1754,265.69772
1755,295.31754
1756,139.42726
1757,235.95415
1758,558.2552
1759,457.73886
1760,623.764
1761,234.96568
1762,924.7996
1763,417.29593
1764,331.58282
1765,397.8992
1766,351.6619
1767,358.44714
1768,603.4511
1769,358.20413
1770,438.16794
1771,824.6043
1772,602.64954
1773,220.60652
1774,210.67464
1775,437.60397
1776,429.77438
1777,238.40332
1778,258.20288
1779,125.63256
1780,636.44556
1781,12.9400425
1782,120.32562
1783,121.769714
1784,366.5889
1785,379.1042
1786,456.40887
1787,468.9494
1788,573.3054
1789,160.55177
1790,231.93286
1791,553.1512
1792,586.8158
1793,443.5481
1794,489.6689
1795,16.617313
1796,192.58928
1797,540.14935
1798,515.2032
1799,285.63425
1800,1158.0854
1801,581.3895
1802,337.17624
1803,336.21695
1804,1376.6901
1805,15.520129
1806,20.974747
1807,351.41614
1808,538.9952
1809,487.7523
1810,1081.7654
1811,32.648167
1812,29.112913
1813,271.75394
1814,370.4809
1815,367.6958
1816,647.6504
1817,349.64624
1818,816.1007
1819,33.045277
1820,34.418777
1821,-8.418736
1822,457.98618
1823,581.3232
1824,488.15518
1825,464.82843
1826,1017.1357
1827,56.6768
1828,207.1832
1829,770.40436
1830,487.3797
1831,360.06265
1832,488.73273
1833,405.95743
1834,445.53058
1835,569.18024
1836,1009.9513
1837,207.45102
1838,283.6698
1839,492.48074
1840,1109.5372
1841,515.00714
1842,639.92365
1843,30.42252
1844,408.30304
1845,442.1655
1846,810.4584
1847,571.1471
1848,675.1941
1849,378.72992
1850,445.29437
1851,349.27597
1852,953.5001
1853,509.04395
1854,568.2412
1855,438.8765
1856,887.49603
1857,272.18
1858,276.70386
1859,321.96698
1860,444.7725
1861,498.73154
1862,819.48553
1863,275.11823
1864,256.4113
1865,530.7151
1866,396.53143
1867,645.02625
1868,918.6683
1869,259.0519
1870,415.09262
